,year_report,month_report,date_report,m_,date_forecast,bank,value
4726,2017,10,2017-10-31,17,2019-03-31,macquarie,1375.0
4727,2017,10,2017-10-31,17,2019-03-31,credit suisse,1350.0
4728,2017,10,2017-10-31,17,2019-03-31,anz,1417.5
4729,2017,10,2017-10-31,17,2019-03-31,cpm group,1359.0
4730,2017,10,2017-10-31,17,2019-03-31,ubs,1375.0
4731,2017,10,2017-10-31,17,2019-03-31,rbc capital markets,1300.0
4732,2017,10,2017-10-31,17,2019-03-31,econ intelligence unit,1280.0
4733,2017,10,2017-10-31,17,2019-03-31,investec,1320.0
4734,2017,10,2017-10-31,17,2019-03-31,boa merrill lynch,1300.0
4735,2017,10,2017-10-31,17,2019-03-31,oxford economics,1273.0
4736,2017,10,2017-10-31,17,2019-03-31,euromonitor international,1256.89199738292
4737,2017,10,2017-10-31,17,2019-03-31,standard chartered,1300.0
4738,2017,10,2017-10-31,17,2019-03-31,banco de credito del peru,1260.0
4739,2017,10,2017-10-31,17,2019-03-31,commonwealth bank,1250.0
4740,2017,10,2017-10-31,17,2019-03-31,cibc,1225.0
4741,2017,10,2017-10-31,17,2019-03-31,citigroup,1350.0
4742,2017,10,2017-10-31,17,2019-03-31,liberum capital,1250.0
4743,2017,10,2017-10-31,17,2019-03-31,morgan stanley,1210.0
4744,2017,10,2017-10-31,17,2019-03-31,scotiabank,1300.0
4745,2017,10,2017-10-31,17,2019-03-31,pezco economics,1249.26685229779
4746,2017,10,2017-10-31,17,2019-03-31,australia dept of industry,1199.80096314411
4747,2017,10,2017-10-31,17,2019-03-31,moodys analytics,1340.24
4748,2017,10,2017-10-31,17,2019-03-31,china intl capital corp,1020.0
4749,2017,10,2017-10-31,17,2019-03-31,ihs markit,1178.12561463581
4750,2017,10,2017-10-31,17,2019-03-31,societe generale,1150.0
4751,2017,10,2017-10-31,20,2019-06-30,consensus mean,1277.32007459267
4752,2017,10,2017-10-31,20,2019-06-30,high,1440.0
4753,2017,10,2017-10-31,20,2019-06-30,low,1060.0
4754,2017,10,2017-10-31,20,2019-06-30,macquarie,1350.0
4755,2017,10,2017-10-31,20,2019-06-30,credit suisse,1350.0
4756,2017,10,2017-10-31,20,2019-06-30,anz,1440.0
4757,2017,10,2017-10-31,20,2019-06-30,cpm group,1386.0
4758,2017,10,2017-10-31,20,2019-06-30,ubs,1375.0
4759,2017,10,2017-10-31,20,2019-06-30,rbc capital markets,1300.0
4760,2017,10,2017-10-31,20,2019-06-30,econ intelligence unit,1260.0
4761,2017,10,2017-10-31,20,2019-06-30,investec,1320.0
4762,2017,10,2017-10-31,20,2019-06-30,oxford economics,1274.0
4763,2017,10,2017-10-31,20,2019-06-30,euromonitor international,1253.86081374579
4764,2017,10,2017-10-31,20,2019-06-30,standard chartered,1300.0
4765,2017,10,2017-10-31,20,2019-06-30,banco de credito del peru,1260.0
4766,2017,10,2017-10-31,20,2019-06-30,commonwealth bank,1250.0
4767,2017,10,2017-10-31,20,2019-06-30,cibc,1225.0
4768,2017,10,2017-10-31,20,2019-06-30,citigroup,1350.0
4769,2017,10,2017-10-31,20,2019-06-30,liberum capital,1250.0
4770,2017,10,2017-10-31,20,2019-06-30,morgan stanley,1210.0
4771,2017,10,2017-10-31,20,2019-06-30,scotiabank,1300.0
4772,2017,10,2017-10-31,20,2019-06-30,pezco economics,1257.04156691763
4773,2017,10,2017-10-31,20,2019-06-30,australia dept of industry,1180.75990514616
4774,2017,10,2017-10-31,20,2019-06-30,moodys analytics,1389.4
4775,2017,10,2017-10-31,20,2019-06-30,china intl capital corp,1060.0
4776,2017,10,2017-10-31,20,2019-06-30,ihs markit,1164.6195044145
4777,2017,10,2017-10-31,20,2019-06-30,societe generale,1150.0
4778,2017,10,2017-10-31,23,2019-09-30,consensus mean,1279.5401214766725
4779,2017,10,2017-10-31,23,2019-09-30,high,1447.5
4780,2017,10,2017-10-31,23,2019-09-30,low,1100.0
4781,2017,10,2017-10-31,23,2019-09-30,macquarie,1375.0
4782,2017,10,2017-10-31,23,2019-09-30,credit suisse,1350.0
4783,2017,10,2017-10-31,23,2019-09-30,anz,1447.5
4784,2017,10,2017-10-31,23,2019-09-30,cpm group,1372.0
4785,2017,10,2017-10-31,23,2019-09-30,ubs,1375.0
4786,2017,10,2017-10-31,23,2019-09-30,rbc capital markets,1300.0
4787,2017,10,2017-10-31,23,2019-09-30,econ intelligence unit,1240.0
4788,2017,10,2017-10-31,23,2019-09-30,investec,1325.0
4789,2017,10,2017-10-31,23,2019-09-30,oxford economics,1275.0
4790,2017,10,2017-10-31,23,2019-09-30,euromonitor international,1250.99618600504
4791,2017,10,2017-10-31,23,2019-09-30,standard chartered,1270.0
4792,2017,10,2017-10-31,23,2019-09-30,banco de credito del peru,1260.0
4793,2017,10,2017-10-31,23,2019-09-30,commonwealth bank,1253.0452740026
4794,2017,10,2017-10-31,23,2019-09-30,cibc,1225.0
4795,2017,10,2017-10-31,23,2019-09-30,citigroup,1350.0
4796,2017,10,2017-10-31,23,2019-09-30,liberum capital,1250.0
4797,2017,10,2017-10-31,23,2019-09-30,morgan stanley,1210.0
4798,2017,10,2017-10-31,23,2019-09-30,scotiabank,1300.0
4799,2017,10,2017-10-31,23,2019-09-30,pezco economics,1265.30530643448
4800,2017,10,2017-10-31,23,2019-09-30,australia dept of industry,1190.72306285101
4801,2017,10,2017-10-31,23,2019-09-30,moodys analytics,1418.12
4802,2017,10,2017-10-31,23,2019-09-30,china intl capital corp,1100.0
4803,2017,10,2017-10-31,23,2019-09-30,ihs markit,1156.27308614701
4804,2017,10,2017-10-31,23,2019-09-30,societe generale,1150.0
4805,2017,11,2017-11-30,1,2017-12-31,consensus mean,1275.3492221485744
4806,2017,11,2017-11-30,1,2017-12-31,high,1350.0
4807,2017,11,2017-11-30,1,2017-12-31,low,1200.0
4808,2017,11,2017-11-30,1,2017-12-31,ing bank,1300.0
4809,2017,11,2017-11-30,1,2017-12-31,macquarie,1275.0
4810,2017,11,2017-11-30,1,2017-12-31,abn amro,1300.0
4811,2017,11,2017-11-30,1,2017-12-31,credit suisse,1350.0
4812,2017,11,2017-11-30,1,2017-12-31,td economics,1280.0
4813,2017,11,2017-11-30,1,2017-12-31,rbc capital markets,1265.0
4814,2017,11,2017-11-30,1,2017-12-31,cpm group,1294.16060606061
4815,2017,11,2017-11-30,1,2017-12-31,econ intelligence unit,1270.0
4816,2017,11,2017-11-30,1,2017-12-31,investec,1290.825625
4817,2017,11,2017-11-30,1,2017-12-31,bnp paribas,1255.0
4818,2017,11,2017-11-30,1,2017-12-31,ubs,1285.0
4819,2017,11,2017-11-30,1,2017-12-31,oxford economics,1265.0
4820,2017,11,2017-11-30,1,2017-12-31,euromonitor international,1300.26392085868
4821,2017,11,2017-11-30,1,2017-12-31,banco de credito del peru,1258.0
4822,2017,11,2017-11-30,1,2017-12-31,commonwealth bank,1300.0
4823,2017,11,2017-11-30,1,2017-12-31,cibc,1275.0
4824,2017,11,2017-11-30,1,2017-12-31,liberum capital,1250.0
4825,2017,11,2017-11-30,1,2017-12-31,morgan stanley,1300.0
4826,2017,11,2017-11-30,1,2017-12-31,scotiabank,1246.0
4827,2017,11,2017-11-30,1,2017-12-31,pezco economics,1283.19984754506
4828,2017,11,2017-11-30,1,2017-12-31,australia dept of industry,1258.38977639858
4829,2017,11,2017-11-30,1,2017-12-31,moodys analytics,1265.24
4830,2017,11,2017-11-30,1,2017-12-31,capital economics,1275.0
4831,2017,11,2017-11-30,1,2017-12-31,china intl capital corp,1200.0
4832,2017,11,2017-11-30,1,2017-12-31,ihs markit,1268.0
4833,2017,11,2017-11-30,1,2017-12-31,societe generale,1250.0
4834,2017,11,2017-11-30,4,2018-03-31,consensus mean,1275.0386605282094
4835,2017,11,2017-11-30,4,2018-03-31,high,1375.0
4836,2017,11,2017-11-30,4,2018-03-31,low,1215.0
4837,2017,11,2017-11-30,4,2018-03-31,ing bank,1350.0
4838,2017,11,2017-11-30,4,2018-03-31,macquarie,1300.0
4839,2017,11,2017-11-30,4,2018-03-31,abn amro,1325.0
4840,2017,11,2017-11-30,4,2018-03-31,credit suisse,1375.0
4841,2017,11,2017-11-30,4,2018-03-31,td economics,1300.0
4842,2017,11,2017-11-30,4,2018-03-31,rbc capital markets,1315.0
4843,2017,11,2017-11-30,4,2018-03-31,cpm group,1316.80841666667
4844,2017,11,2017-11-30,4,2018-03-31,econ intelligence unit,1280.0
4845,2017,11,2017-11-30,4,2018-03-31,investec,1300.0
4846,2017,11,2017-11-30,4,2018-03-31,bnp paribas,1215.0
4847,2017,11,2017-11-30,4,2018-03-31,ubs,1285.0
4848,2017,11,2017-11-30,4,2018-03-31,oxford economics,1268.0
4849,2017,11,2017-11-30,4,2018-03-31,euromonitor international,1284.88416454433
4850,2017,11,2017-11-30,4,2018-03-31,banco de credito del peru,1250.0
4851,2017,11,2017-11-30,4,2018-03-31,commonwealth bank,1275.0
4852,2017,11,2017-11-30,4,2018-03-31,cibc,1250.0
4853,2017,11,2017-11-30,4,2018-03-31,liberum capital,1250.0
4854,2017,11,2017-11-30,4,2018-03-31,morgan stanley,1280.0
4855,2017,11,2017-11-30,4,2018-03-31,scotiabank,1250.0
4856,2017,11,2017-11-30,4,2018-03-31,pezco economics,1275.59339845003
4857,2017,11,2017-11-30,4,2018-03-31,australia dept of industry,1232.53836259285
4858,2017,11,2017-11-30,4,2018-03-31,moodys analytics,1236.86
4859,2017,11,2017-11-30,4,2018-03-31,capital economics,1235.0
4860,2017,11,2017-11-30,4,2018-03-31,china intl capital corp,1230.0
4861,2017,11,2017-11-30,4,2018-03-31,ihs markit,1221.32083147956
4862,2017,11,2017-11-30,4,2018-03-31,societe generale,1250.0
4863,2017,11,2017-11-30,7,2018-06-30,consensus mean,1272.1898438149908
4864,2017,11,2017-11-30,7,2018-06-30,high,1375.0
4865,2017,11,2017-11-30,7,2018-06-30,low,1180.0
4866,2017,11,2017-11-30,7,2018-06-30,ing bank,1350.0
4867,2017,11,2017-11-30,7,2018-06-30,macquarie,1325.0001
4868,2017,11,2017-11-30,7,2018-06-30,abn amro,1363.0
4869,2017,11,2017-11-30,7,2018-06-30,credit suisse,1375.0
4870,2017,11,2017-11-30,7,2018-06-30,td economics,1300.0
4871,2017,11,2017-11-30,7,2018-06-30,rbc capital markets,1291.0
4872,2017,11,2017-11-30,7,2018-06-30,cpm group,1310.22437458333
4873,2017,11,2017-11-30,7,2018-06-30,econ intelligence unit,1300.0
4874,2017,11,2017-11-30,7,2018-06-30,investec,1300.0
4875,2017,11,2017-11-30,7,2018-06-30,bnp paribas,1300.0
4876,2017,11,2017-11-30,7,2018-06-30,ubs,1285.0
4877,2017,11,2017-11-30,7,2018-06-30,oxford economics,1269.0
4878,2017,11,2017-11-30,7,2018-06-30,euromonitor international,1275.71165425506
4879,2017,11,2017-11-30,7,2018-06-30,banco de credito del peru,1250.0
4880,2017,11,2017-11-30,7,2018-06-30,commonwealth bank,1265.0
4881,2017,11,2017-11-30,7,2018-06-30,cibc,1250.0
4882,2017,11,2017-11-30,7,2018-06-30,liberum capital,1250.0
4883,2017,11,2017-11-30,7,2018-06-30,morgan stanley,1250.0
4884,2017,11,2017-11-30,7,2018-06-30,scotiabank,1250.0
4885,2017,11,2017-11-30,7,2018-06-30,pezco economics,1254.22575011983
4886,2017,11,2017-11-30,7,2018-06-30,australia dept of industry,1248.02820761155
4887,2017,11,2017-11-30,7,2018-06-30,moodys analytics,1211.93
4888,2017,11,2017-11-30,7,2018-06-30,capital economics,1225.0
4889,2017,11,2017-11-30,7,2018-06-30,china intl capital corp,1180.0
4890,2017,11,2017-11-30,7,2018-06-30,ihs markit,1198.81585261999
4891,2017,11,2017-11-30,7,2018-06-30,societe generale,1200.0
4892,2017,11,2017-11-30,10,2018-09-30,consensus mean,1278.6535590471658
4893,2017,11,2017-11-30,10,2018-09-30,high,1400.0
4894,2017,11,2017-11-30,10,2018-09-30,low,1150.0
4895,2017,11,2017-11-30,10,2018-09-30,ing bank,1400.0
4896,2017,11,2017-11-30,10,2018-09-30,macquarie,1400.0
4897,2017,11,2017-11-30,10,2018-09-30,abn amro,1388.0
4898,2017,11,2017-11-30,10,2018-09-30,credit suisse,1375.0
4899,2017,11,2017-11-30,10,2018-09-30,td economics,1325.0
4900,2017,11,2017-11-30,10,2018-09-30,rbc capital markets,1324.0
4901,2017,11,2017-11-30,10,2018-09-30,cpm group,1323.32661832917
4902,2017,11,2017-11-30,10,2018-09-30,econ intelligence unit,1310.0
4903,2017,11,2017-11-30,10,2018-09-30,investec,1310.0
4904,2017,11,2017-11-30,10,2018-09-30,bnp paribas,1290.0
4905,2017,11,2017-11-30,10,2018-09-30,ubs,1285.0
4906,2017,11,2017-11-30,10,2018-09-30,oxford economics,1270.0
4907,2017,11,2017-11-30,10,2018-09-30,euromonitor international,1267.90454146106
4908,2017,11,2017-11-30,10,2018-09-30,banco de credito del peru,1255.0
4909,2017,11,2017-11-30,10,2018-09-30,commonwealth bank,1255.0
4910,2017,11,2017-11-30,10,2018-09-30,cibc,1250.0
4911,2017,11,2017-11-30,10,2018-09-30,liberum capital,1250.0
4912,2017,11,2017-11-30,10,2018-09-30,morgan stanley,1250.0
4913,2017,11,2017-11-30,10,2018-09-30,scotiabank,1250.0
4914,2017,11,2017-11-30,10,2018-09-30,pezco economics,1247.30486132542
4915,2017,11,2017-11-30,10,2018-09-30,australia dept of industry,1239.83718682156
4916,2017,11,2017-11-30,10,2018-09-30,moodys analytics,1228.15
4917,2017,11,2017-11-30,10,2018-09-30,capital economics,1215.0
4918,2017,11,2017-11-30,10,2018-09-30,china intl capital corp,1200.0
4919,2017,11,2017-11-30,10,2018-09-30,ihs markit,1186.46932728909
4920,2017,11,2017-11-30,10,2018-09-30,societe generale,1150.0
4921,2017,11,2017-11-30,13,2018-12-31,consensus mean,1281.655608175507
4922,2017,11,2017-11-30,13,2018-12-31,high,1450.0
4923,2017,11,2017-11-30,13,2018-12-31,low,1175.0
4924,2017,11,2017-11-30,13,2018-12-31,ing bank,1450.0
4925,2017,11,2017-11-30,13,2018-12-31,macquarie,1375.0
4926,2017,11,2017-11-30,13,2018-12-31,abn amro,1425.0
4927,2017,11,2017-11-30,13,2018-12-31,credit suisse,1375.0
4928,2017,11,2017-11-30,13,2018-12-31,td economics,1325.0
4929,2017,11,2017-11-30,13,2018-12-31,rbc capital markets,1281.0
4930,2017,11,2017-11-30,13,2018-12-31,cpm group,1336.55988451246
4931,2017,11,2017-11-30,13,2018-12-31,econ intelligence unit,1280.0
4932,2017,11,2017-11-30,13,2018-12-31,investec,1310.0
4933,2017,11,2017-11-30,13,2018-12-31,bnp paribas,1325.0
4934,2017,11,2017-11-30,13,2018-12-31,ubs,1285.0
4935,2017,11,2017-11-30,13,2018-12-31,oxford economics,1272.0
4936,2017,11,2017-11-30,13,2018-12-31,euromonitor international,1262.13630212172
4937,2017,11,2017-11-30,13,2018-12-31,banco de credito del peru,1245.0
4938,2017,11,2017-11-30,13,2018-12-31,commonwealth bank,1250.0
4939,2017,11,2017-11-30,13,2018-12-31,cibc,1250.0
4940,2017,11,2017-11-30,13,2018-12-31,liberum capital,1250.0
4941,2017,11,2017-11-30,13,2018-12-31,morgan stanley,1250.0
4942,2017,11,2017-11-30,13,2018-12-31,scotiabank,1250.0
4943,2017,11,2017-11-30,13,2018-12-31,pezco economics,1239.63358343146
4944,2017,11,2017-11-30,13,2018-12-31,australia dept of industry,1205.69118145386
4945,2017,11,2017-11-30,13,2018-12-31,moodys analytics,1293.87
4946,2017,11,2017-11-30,13,2018-12-31,capital economics,1205.0
4947,2017,11,2017-11-30,13,2018-12-31,china intl capital corp,1230.0
4948,2017,11,2017-11-30,13,2018-12-31,ihs markit,1177.15486104368
4949,2017,11,2017-11-30,13,2018-12-31,societe generale,1175.0
4950,2017,11,2017-11-30,16,2019-03-31,consensus mean,1277.6661265573136
4951,2017,11,2017-11-30,16,2019-03-31,high,1400.0
4952,2017,11,2017-11-30,16,2019-03-31,low,1150.0
4953,2017,11,2017-11-30,16,2019-03-31,ing bank,1400.0
4954,2017,11,2017-11-30,16,2019-03-31,macquarie,1375.0
4955,2017,11,2017-11-30,16,2019-03-31,credit suisse,1350.0
4956,2017,11,2017-11-30,16,2019-03-31,td economics,1325.0
4957,2017,11,2017-11-30,16,2019-03-31,rbc capital markets,1300.0
4958,2017,11,2017-11-30,16,2019-03-31,cpm group,1349.92548335758
4959,2017,11,2017-11-30,16,2019-03-31,econ intelligence unit,1280.0
4960,2017,11,2017-11-30,16,2019-03-31,investec,1320.0
4961,2017,11,2017-11-30,16,2019-03-31,ubs,1310.0
4962,2017,11,2017-11-30,16,2019-03-31,oxford economics,1273.0
4963,2017,11,2017-11-30,16,2019-03-31,euromonitor international,1256.89199738292
4964,2017,11,2017-11-30,16,2019-03-31,banco de credito del peru,1260.0
4965,2017,11,2017-11-30,16,2019-03-31,commonwealth bank,1250.0
4966,2017,11,2017-11-30,16,2019-03-31,cibc,1225.0
4967,2017,11,2017-11-30,16,2019-03-31,liberum capital,1250.0
4968,2017,11,2017-11-30,16,2019-03-31,morgan stanley,1210.0
4969,2017,11,2017-11-30,16,2019-03-31,scotiabank,1300.0
4970,2017,11,2017-11-30,16,2019-03-31,pezco economics,1249.26685229779
4971,2017,11,2017-11-30,16,2019-03-31,australia dept of industry,1199.80096314411
4972,2017,11,2017-11-30,16,2019-03-31,moodys analytics,1349.31
4973,2017,11,2017-11-30,16,2019-03-31,capital economics,1225.0
4974,2017,11,2017-11-30,16,2019-03-31,ihs markit,1178.12561463581
4975,2017,11,2017-11-30,16,2019-03-31,societe generale,1150.0
4976,2017,11,2017-11-30,19,2019-06-30,consensus mean,1279.6011210108177
4977,2017,11,2017-11-30,19,2019-06-30,high,1400.0
4978,2017,11,2017-11-30,19,2019-06-30,low,1150.0
4979,2017,11,2017-11-30,19,2019-06-30,ing bank,1400.0
4980,2017,11,2017-11-30,19,2019-06-30,macquarie,1350.0
4981,2017,11,2017-11-30,19,2019-06-30,credit suisse,1350.0
4982,2017,11,2017-11-30,19,2019-06-30,td economics,1325.0
4983,2017,11,2017-11-30,19,2019-06-30,rbc capital markets,1300.0
4984,2017,11,2017-11-30,19,2019-06-30,cpm group,1376.92399302473
4985,2017,11,2017-11-30,19,2019-06-30,econ intelligence unit,1260.0
4986,2017,11,2017-11-30,19,2019-06-30,investec,1320.0
4987,2017,11,2017-11-30,19,2019-06-30,ubs,1310.0
4988,2017,11,2017-11-30,19,2019-06-30,oxford economics,1274.0
4989,2017,11,2017-11-30,19,2019-06-30,euromonitor international,1253.86081374579
4990,2017,11,2017-11-30,19,2019-06-30,banco de credito del peru,1260.0
4991,2017,11,2017-11-30,19,2019-06-30,commonwealth bank,1250.0
4992,2017,11,2017-11-30,19,2019-06-30,cibc,1225.0
4993,2017,11,2017-11-30,19,2019-06-30,liberum capital,1250.0
4994,2017,11,2017-11-30,19,2019-06-30,morgan stanley,1210.0
4995,2017,11,2017-11-30,19,2019-06-30,scotiabank,1300.0
4996,2017,11,2017-11-30,19,2019-06-30,pezco economics,1257.04156691763
4997,2017,11,2017-11-30,19,2019-06-30,australia dept of industry,1180.75990514616
4998,2017,11,2017-11-30,19,2019-06-30,moodys analytics,1398.62
4999,2017,11,2017-11-30,19,2019-06-30,capital economics,1265.0
5000,2017,11,2017-11-30,19,2019-06-30,ihs markit,1164.6195044145
5001,2017,11,2017-11-30,19,2019-06-30,societe generale,1150.0
5002,2017,11,2017-11-30,22,2019-09-30,consensus mean,1286.829463849332
5003,2017,11,2017-11-30,22,2019-09-30,high,1450.0
5004,2017,11,2017-11-30,22,2019-09-30,low,1150.0
5005,2017,11,2017-11-30,22,2019-09-30,ing bank,1450.0
5006,2017,11,2017-11-30,22,2019-09-30,macquarie,1375.0
5007,2017,11,2017-11-30,22,2019-09-30,credit suisse,1350.0
5008,2017,11,2017-11-30,22,2019-09-30,td economics,1375.0
5009,2017,11,2017-11-30,22,2019-09-30,rbc capital markets,1300.0
5010,2017,11,2017-11-30,22,2019-09-30,cpm group,1363.15475309449
5011,2017,11,2017-11-30,22,2019-09-30,econ intelligence unit,1240.0
5012,2017,11,2017-11-30,22,2019-09-30,investec,1325.0
5013,2017,11,2017-11-30,22,2019-09-30,ubs,1310.0
5014,2017,11,2017-11-30,22,2019-09-30,oxford economics,1275.0
5015,2017,11,2017-11-30,22,2019-09-30,euromonitor international,1250.99618600504
5016,2017,11,2017-11-30,22,2019-09-30,banco de credito del peru,1260.0
5017,2017,11,2017-11-30,22,2019-09-30,commonwealth bank,1253.0452740026
5018,2017,11,2017-11-30,22,2019-09-30,cibc,1225.0
5019,2017,11,2017-11-30,22,2019-09-30,liberum capital,1250.0
5020,2017,11,2017-11-30,22,2019-09-30,morgan stanley,1210.0
5021,2017,11,2017-11-30,22,2019-09-30,scotiabank,1300.0
5022,2017,11,2017-11-30,22,2019-09-30,pezco economics,1265.30530643448
5023,2017,11,2017-11-30,22,2019-09-30,australia dept of industry,1190.72306285101
5024,2017,11,2017-11-30,22,2019-09-30,moodys analytics,1427.58
5025,2017,11,2017-11-30,22,2019-09-30,capital economics,1295.0
5026,2017,11,2017-11-30,22,2019-09-30,ihs markit,1156.27308614701
5027,2017,11,2017-11-30,22,2019-09-30,societe generale,1150.0
5028,2017,12,2017-12-31,3,2018-03-31,consensus mean,1276.4817028962773
5029,2017,12,2017-12-31,3,2018-03-31,high,1375.0
5030,2017,12,2017-12-31,3,2018-03-31,low,1215.0
5031,2017,12,2017-12-31,3,2018-03-31,ing bank,1350.0
5032,2017,12,2017-12-31,3,2018-03-31,credit suisse,1375.0
5033,2017,12,2017-12-31,3,2018-03-31,macquarie,1300.0
5034,2017,12,2017-12-31,3,2018-03-31,boa merrill lynch,1280.0
5035,2017,12,2017-12-31,3,2018-03-31,bnp paribas,1215.0
5036,2017,12,2017-12-31,3,2018-03-31,td economics,1300.0
5037,2017,12,2017-12-31,3,2018-03-31,investec,1300.0
5038,2017,12,2017-12-31,3,2018-03-31,moodys analytics,1251.0
5039,2017,12,2017-12-31,3,2018-03-31,cpm group,1297.0
5040,2017,12,2017-12-31,3,2018-03-31,bmo,1300.0
5041,2017,12,2017-12-31,3,2018-03-31,standard chartered,1300.0
5042,2017,12,2017-12-31,3,2018-03-31,rbc capital markets,1315.0
5043,2017,12,2017-12-31,3,2018-03-31,econ intelligence unit,1280.0
5044,2017,12,2017-12-31,3,2018-03-31,ubs,1295.0
5045,2017,12,2017-12-31,3,2018-03-31,oxford economics,1268.0
5046,2017,12,2017-12-31,3,2018-03-31,euromonitor international,1273.7436214696
5047,2017,12,2017-12-31,3,2018-03-31,abn amro,1288.0
5048,2017,12,2017-12-31,3,2018-03-31,cibc,1250.0
5049,2017,12,2017-12-31,3,2018-03-31,commonwealth bank,1275.0
5050,2017,12,2017-12-31,3,2018-03-31,liberum capital,1250.0
5051,2017,12,2017-12-31,3,2018-03-31,morgan stanley,1285.0
5052,2017,12,2017-12-31,3,2018-03-31,scotiabank,1250.0
5053,2017,12,2017-12-31,3,2018-03-31,pezco economics,1275.59339845003
5054,2017,12,2017-12-31,3,2018-03-31,china intl capital corp,1230.0
5055,2017,12,2017-12-31,3,2018-03-31,deutsche bank,1250.0
5056,2017,12,2017-12-31,3,2018-03-31,australia dept of industry,1253.31153259285
5057,2017,12,2017-12-31,3,2018-03-31,capital economics,1240.0
5058,2017,12,2017-12-31,3,2018-03-31,ihs markit,1221.32083147956
5059,2017,12,2017-12-31,3,2018-03-31,societe generale,1250.0
5060,2017,12,2017-12-31,6,2018-06-30,consensus mean,1272.8751957656132
5061,2017,12,2017-12-31,6,2018-06-30,high,1375.0
5062,2017,12,2017-12-31,6,2018-06-30,low,1180.0
5063,2017,12,2017-12-31,6,2018-06-30,ing bank,1350.0
5064,2017,12,2017-12-31,6,2018-06-30,credit suisse,1375.0
5065,2017,12,2017-12-31,6,2018-06-30,macquarie,1325.0001
5066,2017,12,2017-12-31,6,2018-06-30,boa merrill lynch,1325.0
5067,2017,12,2017-12-31,6,2018-06-30,bnp paribas,1300.0
5068,2017,12,2017-12-31,6,2018-06-30,td economics,1300.0
5069,2017,12,2017-12-31,6,2018-06-30,investec,1300.0
5070,2017,12,2017-12-31,6,2018-06-30,moodys analytics,1226.0
5071,2017,12,2017-12-31,6,2018-06-30,cpm group,1284.0
5072,2017,12,2017-12-31,6,2018-06-30,bmo,1300.0
5073,2017,12,2017-12-31,6,2018-06-30,standard chartered,1270.0
5074,2017,12,2017-12-31,6,2018-06-30,rbc capital markets,1291.0
5075,2017,12,2017-12-31,6,2018-06-30,econ intelligence unit,1300.0
5076,2017,12,2017-12-31,6,2018-06-30,ubs,1265.0
5077,2017,12,2017-12-31,6,2018-06-30,oxford economics,1269.0
5078,2017,12,2017-12-31,6,2018-06-30,euromonitor international,1269.69601267646
5079,2017,12,2017-12-31,6,2018-06-30,abn amro,1263.0
5080,2017,12,2017-12-31,6,2018-06-30,cibc,1250.0
5081,2017,12,2017-12-31,6,2018-06-30,commonwealth bank,1265.0
5082,2017,12,2017-12-31,6,2018-06-30,liberum capital,1250.0
5083,2017,12,2017-12-31,6,2018-06-30,morgan stanley,1280.0
5084,2017,12,2017-12-31,6,2018-06-30,scotiabank,1250.0
5085,2017,12,2017-12-31,6,2018-06-30,pezco economics,1254.22575011983
5086,2017,12,2017-12-31,6,2018-06-30,china intl capital corp,1180.0
5087,2017,12,2017-12-31,6,2018-06-30,deutsche bank,1250.0
5088,2017,12,2017-12-31,6,2018-06-30,australia dept of industry,1267.6429617865
5089,2017,12,2017-12-31,6,2018-06-30,capital economics,1230.0
5090,2017,12,2017-12-31,6,2018-06-30,ihs markit,1198.81585261999
5091,2017,12,2017-12-31,6,2018-06-30,societe generale,1225.0
5092,2017,12,2017-12-31,9,2018-09-30,consensus mean,1277.8450306479876
5093,2017,12,2017-12-31,9,2018-09-30,high,1400.0
5094,2017,12,2017-12-31,9,2018-09-30,low,1186.46932728909
5095,2017,12,2017-12-31,9,2018-09-30,ing bank,1400.0
5096,2017,12,2017-12-31,9,2018-09-30,credit suisse,1375.0
5097,2017,12,2017-12-31,9,2018-09-30,macquarie,1400.0
5098,2017,12,2017-12-31,9,2018-09-30,boa merrill lynch,1350.0
5099,2017,12,2017-12-31,9,2018-09-30,bnp paribas,1290.0
5100,2017,12,2017-12-31,9,2018-09-30,td economics,1325.0
5101,2017,12,2017-12-31,9,2018-09-30,investec,1310.0
5102,2017,12,2017-12-31,9,2018-09-30,moodys analytics,1241.0
5103,2017,12,2017-12-31,9,2018-09-30,cpm group,1277.0
5104,2017,12,2017-12-31,9,2018-09-30,bmo,1300.0
5105,2017,12,2017-12-31,9,2018-09-30,standard chartered,1270.0
5106,2017,12,2017-12-31,9,2018-09-30,rbc capital markets,1324.0
5107,2017,12,2017-12-31,9,2018-09-30,econ intelligence unit,1310.0
5108,2017,12,2017-12-31,9,2018-09-30,ubs,1300.0
5109,2017,12,2017-12-31,9,2018-09-30,oxford economics,1270.0
5110,2017,12,2017-12-31,9,2018-09-30,euromonitor international,1263.37357594718
5111,2017,12,2017-12-31,9,2018-09-30,abn amro,1250.0
5112,2017,12,2017-12-31,9,2018-09-30,cibc,1250.0
5113,2017,12,2017-12-31,9,2018-09-30,commonwealth bank,1255.0
5114,2017,12,2017-12-31,9,2018-09-30,liberum capital,1250.0
5115,2017,12,2017-12-31,9,2018-09-30,morgan stanley,1260.0
5116,2017,12,2017-12-31,9,2018-09-30,scotiabank,1250.0
5117,2017,12,2017-12-31,9,2018-09-30,pezco economics,1247.30486132542
5118,2017,12,2017-12-31,9,2018-09-30,china intl capital corp,1200.0
5119,2017,12,2017-12-31,9,2018-09-30,deutsche bank,1230.0
